,Unnamed: 0,Location,Date,SO2,CO,O3,NO2,PM10,PM25
1407,1407,경기,2015-05-29,0.008,0.43,0.031,0.04,49.924,25.861
1408,1408,경기,2015-05-30,0.005,0.36,0.031,0.025,35.757,21.537
1409,1409,경기,2015-05-31,0.006,0.445,0.044,0.023,48.464,27.845
1410,1410,경기,2015-06-01,0.007,0.469,0.037,0.033,42.228,23.138
1411,1411,경기,2015-06-02,0.006,0.473,0.037,0.035,40.446,23.147
1412,1412,경기,2015-06-03,0.005,0.368,0.037,0.019,43.692,13.26
1413,1413,경기,2015-06-04,0.006,0.556,0.043,0.032,43.111,18.845
1414,1414,경기,2015-06-05,0.005,0.502,0.033,0.034,35.167,18.863
1415,1415,경기,2015-06-06,0.005,0.378,0.045,0.022,29.134,15.222
1416,1416,경기,2015-06-07,0.005,0.405,0.054,0.018,28.935,16.03
1417,1417,경기,2015-06-08,0.007,0.431,0.041,0.028,38.465,22.641
1418,1418,경기,2015-06-09,0.006,0.399,0.04,0.023,44.616,26.735
1419,1419,경기,2015-06-10,0.006,0.436,0.045,0.028,50.598,28.65
1420,1420,경기,2015-06-11,0.005,0.41,0.037,0.028,43.659,24.36
1421,1421,경기,2015-06-12,0.005,0.466,0.057,0.02,46.64,25.329
1422,1422,경기,2015-06-13,0.005,0.487,0.058,0.021,73.0,33.864
1423,1423,경기,2015-06-14,0.004,0.393,0.056,0.017,32.145,18.195
1424,1424,경기,2015-06-15,0.004,0.466,0.042,0.029,38.618,22.409
1425,1425,경기,2015-06-16,0.005,0.502,0.042,0.03,48.888,29.75
1426,1426,경기,2015-06-17,0.005,0.545,0.041,0.029,53.984,33.008
1427,1427,경기,2015-06-18,0.004,0.418,0.043,0.023,37.368,21.714
1428,1428,경기,2015-06-19,0.003,0.373,0.046,0.021,27.212,15.377
1429,1429,경기,2015-06-20,0.005,0.48,0.027,0.029,39.868,24.603
1430,1430,경기,2015-06-21,0.004,0.412,0.041,0.021,23.711,13.314
1431,1431,경기,2015-06-22,0.006,0.45,0.039,0.028,29.531,17.456
1432,1432,경기,2015-06-23,0.006,0.445,0.046,0.028,34.239,21.444
1433,1433,경기,2015-06-24,0.006,0.455,0.048,0.027,39.28,24.687
1434,1434,경기,2015-06-25,0.006,0.424,0.034,0.028,39.506,24.73
1435,1435,경기,2015-06-26,0.003,0.302,0.036,0.017,11.99,6.38
1436,1436,경기,2015-06-27,0.004,0.314,0.04,0.019,14.159,7.322
1437,1437,경기,2015-06-28,0.006,0.331,0.041,0.018,21.235,12.087
1438,1438,경기,2015-06-29,0.005,0.35,0.04,0.022,22.955,13.171
1439,1439,경기,2015-06-30,0.004,0.357,0.037,0.023,32.985,20.035
1440,1440,경남,2015-04-01,0.003,0.47,0.021,0.019,39.485,22.374
1441,1441,경남,2015-04-02,0.003,0.41,0.033,0.014,38.102,20.062
1442,1442,경남,2015-04-03,0.004,0.486,0.033,0.011,36.809,14.059
1443,1443,경남,2015-04-04,0.003,0.322,0.043,0.01,25.732,11.15
1444,1444,경남,2015-04-05,0.003,0.37,0.03,0.013,22.392,12.245
1445,1445,경남,2015-04-06,0.003,0.451,0.018,0.017,28.885,16.075
1446,1446,경남,2015-04-07,0.002,0.356,0.03,0.012,44.84,20.898
1447,1447,경남,2015-04-08,0.003,0.311,0.033,0.013,35.987,16.388
1448,1448,경남,2015-04-09,0.004,0.337,0.033,0.017,38.313,18.119
1449,1449,경남,2015-04-10,0.004,0.364,0.035,0.018,45.568,22.716
1450,1450,경남,2015-04-11,0.007,0.4,0.036,0.02,50.537,24.847
1451,1451,경남,2015-04-12,0.004,0.346,0.041,0.013,39.448,18.92
1452,1452,경남,2015-04-13,0.002,0.325,0.042,0.011,19.444,9.032
1453,1453,경남,2015-04-14,0.003,0.436,0.048,0.013,27.823,14.012
1454,1454,경남,2015-04-15,0.005,0.52,0.051,0.015,50.205,27.87
1455,1455,경남,2015-04-16,0.004,0.408,0.058,0.014,72.67,32.061
1456,1456,경남,2015-04-17,0.004,0.378,0.036,0.019,98.234,23.64
1457,1457,경남,2015-04-18,0.004,0.376,0.03,0.023,55.539,17.778
1458,1458,경남,2015-04-19,0.003,0.413,0.025,0.018,26.294,15.644
1459,1459,경남,2015-04-20,0.003,0.43,0.027,0.02,19.731,10.373
1460,1460,경남,2015-04-21,0.004,0.387,0.036,0.017,44.83,20.735
1461,1461,경남,2015-04-22,0.005,0.497,0.044,0.021,61.794,29.912
1462,1462,경남,2015-04-23,0.005,0.504,0.05,0.022,74.168,37.819
1463,1463,경남,2015-04-24,0.008,0.669,0.047,0.03,86.904,44.823
1464,1464,경남,2015-04-25,0.005,0.443,0.046,0.019,73.572,28.226
1465,1465,경남,2015-04-26,0.005,0.465,0.046,0.02,63.939,24.882
1466,1466,경남,2015-04-27,0.007,0.563,0.048,0.025,81.866,37.339
1467,1467,경남,2015-04-28,0.006,0.387,0.029,0.021,57.976,31.06
1468,1468,경남,2015-04-29,0.003,0.347,0.026,0.018,33.862,18.655
1469,1469,경남,2015-04-30,0.004,0.428,0.028,0.02,50.543,30.598
1470,1470,경남,2015-05-01,0.004,0.367,0.032,0.017,40.71,22.568
1471,1471,경남,2015-05-02,0.01,0.359,0.032,0.015,51.22,25.896
1472,1472,경남,2015-05-03,0.004,0.317,0.028,0.012,25.881,12.728
1473,1473,경남,2015-05-04,0.002,0.325,0.041,0.011,56.612,17.037
1474,1474,경남,2015-05-05,0.004,0.375,0.044,0.014,46.755,15.63
1475,1475,경남,2015-05-06,0.006,0.476,0.032,0.026,51.925,25.024
1476,1476,경남,2015-05-07,0.006,0.493,0.05,0.022,53.84,28.572
1477,1477,경남,2015-05-08,0.006,0.471,0.054,0.024,68.088,35.355
1478,1478,경남,2015-05-09,0.005,0.485,0.054,0.017,69.928,42.135
1479,1479,경남,2015-05-10,0.005,0.414,0.05,0.011,64.569,35.201
1480,1480,경남,2015-05-11,0.004,0.349,0.041,0.014,45.012,22.004
1481,1481,경남,2015-05-12,0.004,0.467,0.048,0.009,43.831,19.953
1482,1482,경남,2015-05-13,0.005,0.398,0.061,0.011,73.683,27.124
1483,1483,경남,2015-05-14,0.005,0.395,0.048,0.014,50.788,24.969
1484,1484,경남,2015-05-15,0.008,0.494,0.031,0.023,56.217,33.521
1485,1485,경남,2015-05-16,0.006,0.503,0.038,0.018,78.261,46.897
1486,1486,경남,2015-05-17,0.004,0.405,0.043,0.016,55.304,29.597
1487,1487,경남,2015-05-18,0.004,0.418,0.027,0.024,41.203,23.22
1488,1488,경남,2015-05-19,0.005,0.504,0.042,0.02,51.771,28.581
1489,1489,경남,2015-05-20,0.004,0.42,0.046,0.016,53.492,22.63
1490,1490,경남,2015-05-21,0.004,0.381,0.041,0.018,39.282,18.04
1491,1491,경남,2015-05-22,0.006,0.436,0.054,0.021,48.984,23.061
1492,1492,경남,2015-05-23,0.006,0.496,0.047,0.022,52.443,28.011
1493,1493,경남,2015-05-24,0.007,0.541,0.064,0.018,53.251,31.3
1494,1494,경남,2015-05-25,0.007,0.532,0.072,0.019,58.977,33.996
1495,1495,경남,2015-05-26,0.005,0.466,0.061,0.021,55.954,30.033
1496,1496,경남,2015-05-27,0.007,0.491,0.059,0.026,55.241,30.429
1497,1497,경남,2015-05-28,0.007,0.43,0.057,0.025,58.835,34.016
1498,1498,경남,2015-05-29,0.006,0.417,0.052,0.023,57.995,35.95
1499,1499,경남,2015-05-30,0.004,0.426,0.038,0.019,56.85,39.097
1500,1500,경남,2015-05-31,0.004,0.372,0.047,0.012,47.855,30.141
1501,1501,경남,2015-06-01,0.005,0.449,0.053,0.018,54.283,34.137
1502,1502,경남,2015-06-02,0.005,0.423,0.041,0.018,53.689,34.255
1503,1503,경남,2015-06-03,0.004,0.406,0.042,0.016,44.923,25.087
1504,1504,경남,2015-06-04,0.005,0.359,0.048,0.02,47.035,19.27
1505,1505,경남,2015-06-05,0.004,0.358,0.033,0.019,31.097,15.579
1506,1506,경남,2015-06-06,0.004,0.365,0.043,0.014,31.913,17.757
1507,1507,경남,2015-06-07,0.005,0.321,0.039,0.015,29.071,15.756
1508,1508,경남,2015-06-08,0.005,0.396,0.022,0.023,46.378,28.714
1509,1509,경남,2015-06-09,0.004,0.453,0.041,0.016,54.12,34.107
1510,1510,경남,2015-06-10,0.006,0.511,0.054,0.02,64.415,41.712
1511,1511,경남,2015-06-11,0.005,0.407,0.029,0.021,50.596,31.071
1512,1512,경남,2015-06-12,0.004,0.553,0.066,0.015,88.842,46.73
1513,1513,경남,2015-06-13,0.005,0.548,0.058,0.017,103.676,58.103
1514,1514,경남,2015-06-14,0.004,0.371,0.051,0.01,47.636,27.563
1515,1515,경남,2015-06-15,0.004,0.404,0.055,0.013,59.644,36.192
1516,1516,경남,2015-06-16,0.006,0.58,0.05,0.02,99.817,67.673
1517,1517,경남,2015-06-17,0.005,0.433,0.042,0.018,70.61,44.367
1518,1518,경남,2015-06-18,0.003,0.383,0.045,0.011,48.385,26.582
1519,1519,경남,2015-06-19,0.004,0.363,0.048,0.013,36.579,18.299
1520,1520,경남,2015-06-20,0.007,0.417,0.029,0.018,44.946,23.314
1521,1521,경남,2015-06-21,0.005,0.406,0.039,0.012,44.678,28.53
1522,1522,경남,2015-06-22,0.004,0.412,0.036,0.014,45.823,28.784
1523,1523,경남,2015-06-23,0.006,0.499,0.047,0.019,53.049,33.601
1524,1524,경남,2015-06-24,0.006,0.532,0.045,0.017,67.323,45.968
1525,1525,경남,2015-06-25,0.004,0.414,0.038,0.014,49.731,32.138
1526,1526,경남,2015-06-26,0.003,0.417,0.03,0.012,22.776,10.52
1527,1527,경남,2015-06-27,0.004,0.365,0.031,0.013,28.518,13.554
1528,1528,경남,2015-06-28,0.004,0.368,0.034,0.01,40.405,22.44
1529,1529,경남,2015-06-29,0.007,0.373,0.032,0.018,44.317,24.579
1530,1530,경남,2015-06-30,0.006,0.402,0.025,0.02,35.372,20.854
1531,1531,경북,2015-04-01,0.001,0.36,0.053,0.008,31.8,1.4
1532,1532,경북,2015-04-02,0.001,0.25,0.055,0.008,27.1,1.0
1533,1533,경북,2015-04-03,0.001,0.367,0.045,0.008,22.667,1.0
1534,1534,경북,2015-04-04,0.001,0.2,0.057,0.008,27.0,1.0
1535,1535,경북,2015-04-05,0.001,0.2,0.049,0.008,23.0,1.0
1536,1536,경북,2015-04-06,0.001,0.1,0.049,0.008,40.2,1.4
1537,1537,경북,2015-04-07,0.001,0.144,0.047,0.006,34.938,1.438
1538,1538,경북,2015-04-08,0.001,0.2,0.05,0.004,26.75,1.15
1539,1539,경북,2015-04-09,0.001,0.195,0.052,0.005,20.95,1.0
1540,1540,경북,2015-04-10,0.001,0.2,0.053,0.004,20.533,1.0
1541,1541,경북,2015-04-11,0.002,0.205,0.058,0.005,28.3,1.15
1542,1542,경북,2015-04-12,0.002,0.164,0.059,0.004,28.545,1.364
1543,1543,경북,2015-04-13,0.001,0.192,0.056,0.004,35.917,1.458
1544,1544,경북,2015-04-14,0.001,0.2,0.059,0.004,27.438,1.188
1545,1545,경북,2015-04-15,0.002,0.241,0.065,0.004,27.955,1.227
1546,1546,경북,2015-04-16,0.003,0.287,0.077,0.006,63.217,3.478
1547,1547,경북,2015-04-17,0.002,0.2,0.056,0.004,114.708,1.875
1548,1548,경북,2015-04-18,0.002,0.2,0.06,0.005,66.222,1.389
1549,1549,경북,2015-04-19,0.002,0.2,0.056,0.005,28.0,1.412
1550,1550,경북,2015-04-20,0.001,0.2,0.07,0.004,27.8,1.0
1551,1551,경북,2015-04-21,0.001,0.2,0.066,0.004,69.909,1.636
1552,1552,경북,2015-04-22,0.003,0.265,0.074,0.005,60.13,2.348
1553,1553,경북,2015-04-23,0.003,0.308,0.09,0.006,62.208,3.458
1554,1554,경북,2015-04-24,0.003,0.27,0.074,0.005,69.565,2.435
1555,1555,경북,2015-04-25,0.002,0.222,0.077,0.004,80.522,2.522
1556,1556,경북,2015-04-26,0.004,0.254,0.083,0.006,66.333,2.417
1557,1557,경북,2015-04-27,0.005,0.374,0.102,0.006,95.478,5.043
1558,1558,경북,2015-04-28,0.007,0.279,0.067,0.006,61.875,2.875
1559,1559,경북,2015-04-29,0.004,0.2,0.061,0.004,47.783,2.565
1560,1560,경북,2015-04-30,0.002,0.183,0.055,0.005,37.478,1.913
1561,1561,경북,2015-05-01,0.001,0.1,0.059,0.004,52.0,1.0
1562,1562,경북,2015-05-02,0.003,0.112,0.065,0.003,63.706,1.118
1563,1563,경북,2015-05-03,0.006,0.106,0.056,0.004,42.765,1.235
1564,1564,경북,2015-05-04,0.002,0.2,0.055,0.003,53.786,1.571
1565,1565,경북,2015-05-05,0.002,0.2,0.062,0.004,55.65,1.15
1566,1566,경북,2015-05-06,0.004,0.264,0.079,0.005,54.818,2.045
1567,1567,경북,2015-05-07,0.003,0.261,0.074,0.005,52.261,2.087
1568,1568,경북,2015-05-08,0.002,0.208,0.081,0.004,55.0,1.917
1569,1569,경북,2015-05-09,0.002,0.208,0.068,0.004,53.333,2.125
1570,1570,경북,2015-05-10,0.001,0.141,0.049,0.004,26.529,1.0
1571,1571,경북,2015-05-11,0.002,0.157,0.06,0.004,39.357,1.357
1572,1572,경북,2015-05-12,0.002,0.307,0.062,0.004,37.933,1.6
1573,1573,경북,2015-05-13,0.003,0.213,0.076,0.004,62.792,2.667
1574,1574,경북,2015-05-14,0.003,0.2,0.071,0.004,49.043,2.217
1575,1575,경북,2015-05-15,0.002,0.218,0.055,0.002,39.136,1.727
1576,1576,경북,2015-05-16,0.002,0.2,0.054,0.002,27.4,1.1
1577,1577,경북,2015-05-17,0.002,0.2,0.079,0.003,48.222,1.722
1578,1578,경북,2015-05-18,0.004,0.191,0.072,0.004,37.783,1.565
1579,1579,경북,2015-05-19,0.002,0.244,0.076,0.003,51.375,2.625
1580,1580,경북,2015-05-20,0.002,0.223,0.059,0.003,50.846,2.0
1581,1581,경북,2015-05-21,0.002,0.195,0.065,0.005,27.737,1.158
1582,1582,경북,2015-05-22,0.004,0.275,0.091,0.005,46.75,1.833
1583,1583,경북,2015-05-23,0.004,0.279,0.089,0.005,48.667,2.042
1584,1584,경북,2015-05-24,0.003,0.229,0.094,0.006,39.542,1.75
1585,1585,경북,2015-05-25,0.003,0.171,0.085,0.004,33.625,1.542
1586,1586,경북,2015-05-26,0.003,0.239,0.094,0.004,43.739,1.957
1587,1587,경북,2015-05-27,0.002,0.205,0.071,0.004,47.095,2.048
1588,1588,경북,2015-05-28,0.002,0.208,0.07,0.004,47.25,2.333
1589,1589,경북,2015-05-29,0.002,0.2,0.081,0.004,32.818,1.636
1590,1590,경북,2015-05-30,0.003,0.204,0.07,0.004,38.5,1.792
1591,1591,경북,2015-05-31,0.002,0.178,0.057,0.004,30.652,1.348
1592,1592,경북,2015-06-01,0.004,0.267,0.062,0.008,36.043,14.022
1593,1593,경북,2015-06-02,0.006,0.308,0.065,0.01,42.396,12.562
1594,1594,경북,2015-06-03,0.005,0.279,0.058,0.008,45.154,16.333
1595,1595,경북,2015-06-04,0.006,0.311,0.052,0.015,31.679,11.357
1596,1596,경북,2015-06-05,0.005,0.274,0.047,0.012,25.032,8.29
1597,1597,경북,2015-06-06,0.006,0.296,0.045,0.012,26.458,16.958
1598,1598,경북,2015-06-07,0.004,0.235,0.059,0.006,26.0,14.946
1599,1599,경북,2015-06-08,0.005,0.258,0.047,0.01,31.395,18.026
1600,1600,경북,2015-06-09,0.005,0.277,0.054,0.009,38.846,20.564
1601,1601,경북,2015-06-10,0.005,0.333,0.072,0.01,50.875,22.062
1602,1602,경북,2015-06-11,0.005,0.304,0.059,0.012,45.0,18.267
1603,1603,경북,2015-06-12,0.005,0.328,0.053,0.01,46.778,23.472
1604,1604,경북,2015-06-13,0.006,0.395,0.063,0.013,67.738,28.667
1605,1605,경북,2015-06-14,0.005,0.391,0.068,0.006,62.957,23.574
1606,1606,경북,2015-06-15,0.004,0.394,0.067,0.008,61.787,25.404
1607,1607,경북,2015-06-16,0.006,0.389,0.064,0.008,60.106,25.702
1608,1608,경북,2015-06-17,0.009,0.387,0.048,0.01,60.267,30.4
1609,1609,경북,2015-06-18,0.005,0.256,0.046,0.008,34.438,13.333
1610,1610,경북,2015-06-19,0.002,0.272,0.05,0.007,25.111,13.472
1611,1611,경북,2015-06-20,0.003,0.381,0.029,0.011,45.111,28.0
1612,1612,경북,2015-06-21,0.002,0.325,0.043,0.007,30.0,16.25
1613,1613,경북,2015-06-22,0.002,0.311,0.044,0.009,32.143,16.857
1614,1614,경북,2015-06-23,0.002,0.289,0.051,0.008,36.289,15.4
1615,1615,경북,2015-06-24,0.002,0.346,0.051,0.009,54.674,29.391
1616,1616,경북,2015-06-25,0.007,0.313,0.041,0.008,42.304,22.043
1617,1617,경북,2015-06-26,0.011,0.276,0.037,0.006,12.36,4.6
1618,1618,경북,2015-06-27,0.009,0.222,0.041,0.007,23.0,6.122
1619,1619,경북,2015-06-28,0.011,0.25,0.039,0.007,35.471,17.441
1620,1620,경북,2015-06-29,0.007,0.271,0.039,0.01,34.643,18.643
1621,1621,경북,2015-06-30,0.003,0.307,0.038,0.01,39.317,20.122
1622,1622,광주,2015-04-01,0.003,0.585,0.02,0.022,29.92,21.556
1623,1623,광주,2015-04-02,0.003,0.495,0.036,0.013,25.667,15.22
1624,1624,광주,2015-04-03,0.003,0.536,0.027,0.017,27.607,20.31
1625,1625,광주,2015-04-04,0.003,0.61,0.025,0.023,32.958,20.94
1626,1626,광주,2015-04-05,0.003,0.514,0.027,0.015,13.749,10.204
1627,1627,광주,2015-04-06,0.003,0.446,0.021,0.02,35.524,19.189
1628,1628,광주,2015-04-07,0.004,0.408,0.031,0.018,53.389,27.043
1629,1629,광주,2015-04-08,0.003,0.43,0.035,0.018,46.543,25.409
1630,1630,광주,2015-04-09,0.003,0.423,0.037,0.018,45.161,27.69
1631,1631,광주,2015-04-10,0.004,0.489,0.04,0.024,49.381,33.685
1632,1632,광주,2015-04-11,0.004,0.549,0.046,0.023,67.185,45.036
1633,1633,광주,2015-04-12,0.004,0.493,0.04,0.02,41.527,26.964
1634,1634,광주,2015-04-13,0.003,0.386,0.036,0.016,16.946,10.398
1635,1635,광주,2015-04-14,0.003,0.513,0.038,0.021,18.025,13.101
1636,1636,광주,2015-04-15,0.005,0.593,0.048,0.02,53.248,34.188
1637,1637,광주,2015-04-16,0.004,0.503,0.035,0.025,82.381,42.03
1638,1638,광주,2015-04-17,0.003,0.416,0.029,0.022,70.545,19.436
1639,1639,광주,2015-04-18,0.004,0.423,0.031,0.021,44.232,17.524
1640,1640,광주,2015-04-19,0.003,0.447,0.033,0.013,15.327,10.756
1641,1641,광주,2015-04-20,0.003,0.398,0.02,0.018,14.03,10.798
1642,1642,광주,2015-04-21,0.003,0.423,0.032,0.022,35.031,19.068
1643,1643,광주,2015-04-22,0.005,0.554,0.041,0.025,66.702,36.447
1644,1644,광주,2015-04-23,0.004,0.559,0.034,0.026,66.304,42.899
1645,1645,광주,2015-04-24,0.005,0.579,0.045,0.029,72.327,45.22
1646,1646,광주,2015-04-25,0.004,0.496,0.033,0.026,56.917,32.417
1647,1647,광주,2015-04-26,0.004,0.455,0.047,0.021,56.124,28.354
1648,1648,광주,2015-04-27,0.004,0.457,0.043,0.026,52.601,27.667
1649,1649,광주,2015-04-28,0.004,0.387,0.035,0.018,41.988,27.088
1650,1650,광주,2015-04-29,0.003,0.437,0.034,0.016,17.179,13.449
1651,1651,광주,2015-04-30,0.003,0.433,0.038,0.018,26.22,18.119
1652,1652,광주,2015-05-01,0.003,0.455,0.037,0.017,42.012,30.762
1653,1653,광주,2015-05-02,0.004,0.354,0.033,0.015,34.222,22.497
1654,1654,광주,2015-05-03,0.003,0.376,0.032,0.013,14.911,10.107
1655,1655,광주,2015-05-04,0.003,0.348,0.042,0.014,50.065,17.0
1656,1656,광주,2015-05-05,0.003,0.365,0.036,0.016,35.994,13.649
1657,1657,광주,2015-05-06,0.003,0.463,0.032,0.023,40.335,20.259
1658,1658,광주,2015-05-07,0.003,0.44,0.04,0.024,46.258,23.982
1659,1659,광주,2015-05-08,0.003,0.434,0.037,0.026,48.591,27.707
1660,1660,광주,2015-05-09,0.003,0.383,0.049,0.015,43.738,29.875
1661,1661,광주,2015-05-10,0.004,0.448,0.047,0.015,49.327,34.238
1662,1662,광주,2015-05-11,0.004,0.452,0.045,0.014,38.006,22.524
1663,1663,광주,2015-05-12,0.004,0.549,0.047,0.013,42.407,20.607
1664,1664,광주,2015-05-13,0.003,0.407,0.054,0.015,65.264,26.423
1665,1665,광주,2015-05-14,0.003,0.465,0.056,0.017,54.143,28.87
1666,1666,광주,2015-05-15,0.003,0.501,0.047,0.018,56.855,33.578
1667,1667,광주,2015-05-16,0.003,0.487,0.042,0.018,64.025,36.471
1668,1668,광주,2015-05-17,0.003,0.435,0.044,0.02,41.311,24.539
1669,1669,광주,2015-05-18,0.003,0.425,0.032,0.022,30.422,18.771
1670,1670,광주,2015-05-19,0.003,0.428,0.039,0.018,45.962,28.231
1671,1671,광주,2015-05-20,0.003,0.411,0.047,0.015,39.616,17.256
1672,1672,광주,2015-05-21,0.003,0.432,0.041,0.019,34.335,18.12
1673,1673,광주,2015-05-22,0.003,0.45,0.045,0.022,41.929,22.952
1674,1674,광주,2015-05-23,0.003,0.442,0.047,0.022,50.815,27.286
1675,1675,광주,2015-05-24,0.003,0.386,0.051,0.017,39.635,23.311
1676,1676,광주,2015-05-25,0.003,0.354,0.046,0.019,29.862,17.275
1677,1677,광주,2015-05-26,0.003,0.395,0.04,0.024,37.892,22.487
1678,1678,광주,2015-05-27,0.003,0.434,0.043,0.026,41.51,23.682
1679,1679,광주,2015-05-28,0.004,0.494,0.054,0.023,45.155,27.957
1680,1680,광주,2015-05-29,0.004,0.49,0.053,0.023,51.238,33.548
1681,1681,광주,2015-05-30,0.003,0.43,0.04,0.016,36.772,27.551
1682,1682,광주,2015-05-31,0.003,0.449,0.045,0.013,41.042,29.387
1683,1683,광주,2015-06-01,0.003,0.443,0.041,0.017,41.732,28.877
1684,1684,광주,2015-06-02,0.003,0.476,0.032,0.018,47.808,33.737
1685,1685,광주,2015-06-03,0.003,0.37,0.046,0.012,43.245,21.387
1686,1686,광주,2015-06-04,0.004,0.418,0.043,0.019,40.762,17.339
1687,1687,광주,2015-06-05,0.003,0.372,0.045,0.014,23.629,14.503
1688,1688,광주,2015-06-06,0.003,0.378,0.049,0.012,30.911,20.262
1689,1689,광주,2015-06-07,0.005,0.429,0.053,0.01,28.155,18.821
1690,1690,광주,2015-06-08,0.005,0.613,0.025,0.019,42.932,30.191
1691,1691,광주,2015-06-09,0.003,0.471,0.032,0.016,39.939,28.84
1692,1692,광주,2015-06-10,0.004,0.482,0.044,0.016,41.921,29.164
1693,1693,광주,2015-06-11,0.004,0.578,0.038,0.015,35.823,27.006
1694,1694,광주,2015-06-12,0.004,0.568,0.07,0.017,88.173,50.357
1695,1695,광주,2015-06-13,0.004,0.52,0.058,0.015,96.863,45.089
1696,1696,광주,2015-06-14,0.003,0.455,0.049,0.012,39.149,24.929
1697,1697,광주,2015-06-15,0.003,0.499,0.046,0.015,53.874,38.497
1698,1698,광주,2015-06-16,0.003,0.51,0.049,0.014,60.875,47.065
1699,1699,광주,2015-06-17,0.003,0.576,0.036,0.015,56.899,44.503
1700,1700,광주,2015-06-18,0.003,0.48,0.044,0.015,46.093,33.926
1701,1701,광주,2015-06-19,0.003,0.477,0.045,0.015,53.177,37.378
1702,1702,광주,2015-06-20,0.003,0.466,0.033,0.013,39.833,29.062
1703,1703,광주,2015-06-21,0.002,0.437,0.048,0.01,26.479,17.551
1704,1704,광주,2015-06-22,0.003,0.455,0.04,0.015,28.879,18.588
1705,1705,광주,2015-06-23,0.003,0.491,0.043,0.017,37.655,24.655
1706,1706,광주,2015-06-24,0.005,0.66,0.033,0.028,55.593,38.814
1707,1707,광주,2015-06-25,0.005,0.649,0.03,0.028,51.683,38.45
1708,1708,광주,2015-06-26,0.003,0.405,0.036,0.018,16.432,10.0
1709,1709,광주,2015-06-27,0.003,0.36,0.032,0.017,21.142,12.717
1710,1710,광주,2015-06-28,0.003,0.308,0.044,0.012,23.325,13.167
1711,1711,광주,2015-06-29,0.003,0.414,0.041,0.02,37.466,25.686
1712,1712,광주,2015-06-30,0.003,0.374,0.028,0.019,23.128,15.607
1713,1713,대구,2015-04-01,0.002,0.386,0.026,0.017,39.954,22.728
1714,1714,대구,2015-04-02,0.002,0.392,0.028,0.018,38.878,21.947
1715,1715,대구,2015-04-03,0.002,0.357,0.033,0.009,23.177,10.406
1716,1716,대구,2015-04-04,0.002,0.228,0.044,0.006,19.373,7.955
1717,1717,대구,2015-04-05,0.002,0.397,0.028,0.012,26.781,16.976
1718,1718,대구,2015-04-06,0.002,0.497,0.013,0.019,37.67,23.341
1719,1719,대구,2015-04-07,0.002,0.265,0.034,0.007,34.862,16.511
1720,1720,대구,2015-04-08,0.002,0.293,0.032,0.01,28.134,15.016
1721,1721,대구,2015-04-09,0.002,0.339,0.029,0.015,33.962,19.341
1722,1722,대구,2015-04-10,0.004,0.419,0.031,0.019,39.303,22.508
1723,1723,대구,2015-04-11,0.003,0.44,0.032,0.019,42.797,24.438
1724,1724,대구,2015-04-12,0.003,0.361,0.035,0.012,37.463,20.721
1725,1725,대구,2015-04-13,0.001,0.265,0.037,0.013,17.389,9.29
1726,1726,대구,2015-04-14,0.002,0.297,0.041,0.012,16.86,9.285
1727,1727,대구,2015-04-15,0.004,0.385,0.041,0.018,44.144,26.84
1728,1728,대구,2015-04-16,0.004,0.449,0.041,0.021,71.915,33.995
1729,1729,대구,2015-04-17,0.004,0.316,0.034,0.019,78.426,21.479
1730,1730,대구,2015-04-18,0.004,0.381,0.023,0.026,55.079,22.032
1731,1731,대구,2015-04-19,0.002,0.404,0.016,0.019,31.301,20.458
1732,1732,대구,2015-04-20,0.002,0.389,0.03,0.018,18.263,11.026
1733,1733,대구,2015-04-21,0.003,0.372,0.025,0.024,39.939,21.638
1734,1734,대구,2015-04-22,0.003,0.424,0.039,0.022,58.335,31.159
1735,1735,대구,2015-04-23,0.004,0.483,0.036,0.027,69.238,40.481
1736,1736,대구,2015-04-24,0.004,0.505,0.041,0.027,77.327,44.17
1737,1737,대구,2015-04-25,0.003,0.364,0.036,0.021,56.333,23.677
1738,1738,대구,2015-04-26,0.003,0.394,0.042,0.019,58.339,29.469
1739,1739,대구,2015-04-27,0.004,0.463,0.05,0.021,75.037,41.476
1740,1740,대구,2015-04-28,0.004,0.357,0.029,0.021,50.139,29.786
1741,1741,대구,2015-04-29,0.002,0.391,0.028,0.015,41.318,28.455
1742,1742,대구,2015-04-30,0.003,0.478,0.031,0.017,54.894,35.829
1743,1743,대구,2015-05-01,0.002,0.394,0.029,0.017,39.39,23.453
1744,1744,대구,2015-05-02,0.006,0.319,0.032,0.013,43.305,23.632
1745,1745,대구,2015-05-03,0.004,0.3,0.024,0.009,29.494,17.924
1746,1746,대구,2015-05-04,0.002,0.279,0.039,0.011,54.651,19.549
1747,1747,대구,2015-05-05,0.002,0.257,0.037,0.015,41.932,15.382
1748,1748,대구,2015-05-06,0.003,0.332,0.034,0.025,48.769,25.624
1749,1749,대구,2015-05-07,0.003,0.386,0.044,0.023,59.075,33.199
1750,1750,대구,2015-05-08,0.003,0.382,0.045,0.026,62.39,33.551
1751,1751,대구,2015-05-09,0.003,0.384,0.053,0.015,64.266,37.036
1752,1752,대구,2015-05-10,0.002,0.392,0.051,0.007,57.27,26.037
